"OBJECTID","ID_0","ISO","NAME_0","ID_1","NAME_1","ID_2","NAME_2","TYPE_2","ENGTYPE_2","NL_NAME_2","VARNAME_2"
262,12,"ARG","Argentina",10,"Jujuy",262,"Capital","Departamento","Department",NA,"San Salvador de Jujuy|Doctor Manuel Belgrano|Capital (San Salvador de Jujuy)"
263,12,"ARG","Argentina",10,"Jujuy",263,"Cochinoca","Departamento","Department",NA,"Abra Pampa"
264,12,"ARG","Argentina",10,"Jujuy",264,"El Carmen","Departamento","Department",NA,NA
265,12,"ARG","Argentina",10,"Jujuy",265,"Humahuaca","Departamento","Department",NA,NA
266,12,"ARG","Argentina",10,"Jujuy",266,"Ledesma","Departamento","Department",NA,"Lib. Gral. San Martin"
267,12,"ARG","Argentina",10,"Jujuy",267,"Palpalá","Departamento","Department",NA,NA
268,12,"ARG","Argentina",10,"Jujuy",268,"Rinconada","Departamento","Department",NA,NA
269,12,"ARG","Argentina",10,"Jujuy",269,"San Antonio","Departamento","Department",NA,NA
270,12,"ARG","Argentina",10,"Jujuy",270,"San Pedro","Departamento","Department",NA,NA
271,12,"ARG","Argentina",10,"Jujuy",271,"Santa Bárbara","Departamento","Department",NA,"Santa Clara"
272,12,"ARG","Argentina",10,"Jujuy",272,"Santa Catalina","Departamento","Department",NA,NA
273,12,"ARG","Argentina",10,"Jujuy",273,"Susques","Departamento","Department",NA,NA
274,12,"ARG","Argentina",10,"Jujuy",274,"Tilcara","Departamento","Department",NA,NA
275,12,"ARG","Argentina",10,"Jujuy",275,"Tumbaya","Departamento","Department",NA,NA
276,12,"ARG","Argentina",10,"Jujuy",276,"Valle Grande","Departamento","Department",NA,NA
277,12,"ARG","Argentina",10,"Jujuy",277,"Yavi","Departamento","Department",NA,"La Quiaca"
278,12,"ARG","Argentina",11,"La Pampa",278,"Atreucó","Departamento","Department",NA,"Macachin"
279,12,"ARG","Argentina",11,"La Pampa",279,"Caleu Caleu","Departamento","Department",NA,"Rio Colorado"
280,12,"ARG","Argentina",11,"La Pampa",280,"Capital","Departamento","Department",NA,"Santa Rosa|Capital (Santa Rosa)"
281,12,"ARG","Argentina",11,"La Pampa",281,"Catriló","Departamento","Department",NA,NA
282,12,"ARG","Argentina",11,"La Pampa",282,"Chalileo","Departamento","Department",NA,"Santa Isabel"
283,12,"ARG","Argentina",11,"La Pampa",283,"Chapaleufú","Departamento","Department",NA,"Intendente Alvear"
284,12,"ARG","Argentina",11,"La Pampa",284,"Chical Có","Departamento","Department",NA,"Puelches"
285,12,"ARG","Argentina",11,"La Pampa",285,"Conhelo","Departamento","Department",NA,"Eduardo Castex|Conhello"
286,12,"ARG","Argentina",11,"La Pampa",286,"Curacó","Departamento","Department",NA,"Puelches|Cura Co"
287,12,"ARG","Argentina",11,"La Pampa",287,"Guatraché","Departamento","Department",NA,NA
288,12,"ARG","Argentina",11,"La Pampa",288,"Hucal","Departamento","Department",NA,"Bernasconi"
289,12,"ARG","Argentina",11,"La Pampa",289,"Lihuel Calel","Departamento","Department",NA,"Cuchillo Co"
290,12,"ARG","Argentina",11,"La Pampa",290,"Limay Mahuida","Departamento","Department",NA,NA
291,12,"ARG","Argentina",11,"La Pampa",291,"Loventué","Departamento","Department",NA,"Victorica"
292,12,"ARG","Argentina",11,"La Pampa",292,"Maracó","Departamento","Department",NA,"General Pico"
293,12,"ARG","Argentina",11,"La Pampa",293,"Puelén","Departamento","Department",NA,"Colonia 25 de Mayo|Pulen"
294,12,"ARG","Argentina",11,"La Pampa",294,"Quemú Quemú","Departamento","Department",NA,NA
295,12,"ARG","Argentina",11,"La Pampa",295,"Rancul","Departamento","Department",NA,"Parera"
296,12,"ARG","Argentina",11,"La Pampa",296,"Realicó","Departamento","Department",NA,"Ralico|Ralico"
297,12,"ARG","Argentina",11,"La Pampa",297,"Toay","Departamento","Department",NA,NA
298,12,"ARG","Argentina",11,"La Pampa",298,"Trenel","Departamento","Department",NA,NA
299,12,"ARG","Argentina",11,"La Pampa",299,"Utracán","Departamento","Department",NA,"General Acha|Ultracan"
300,12,"ARG","Argentina",12,"La Rioja",300,"Arauco","Departamento","Department",NA,"Aimogasta"
301,12,"ARG","Argentina",12,"La Rioja",301,"Capital","Departamento","Department",NA,"La Rioja|Capital (La Rioja)"
302,12,"ARG","Argentina",12,"La Rioja",302,"Castro Barros","Departamento","Department",NA,"Aminga"
303,12,"ARG","Argentina",12,"La Rioja",303,"Chamical","Departamento","Department",NA,"Gobernador Gordillo"
304,12,"ARG","Argentina",12,"La Rioja",304,"Chilecito","Departamento","Department",NA,NA
305,12,"ARG","Argentina",12,"La Rioja",305,"Coronel Felipe Varela","Departamento","Department",NA,"Villa Union|General Lavalle"
306,12,"ARG","Argentina",12,"La Rioja",306,"Famatina","Departamento","Department",NA,NA
307,12,"ARG","Argentina",12,"La Rioja",307,"General Angel Vicente Peñaloza","Departamento","Department",NA,"Tama|General Angel V. Pesaloza"
308,12,"ARG","Argentina",12,"La Rioja",308,"General Belgrano","Departamento","Department",NA,"Olta"
309,12,"ARG","Argentina",12,"La Rioja",309,"General Juan Facundo Quiroga","Departamento","Department",NA,"Malanzan|General Juan F. Quiroga"
310,12,"ARG","Argentina",12,"La Rioja",310,"General Lamadrid","Departamento","Department",NA,"Villa Castelli"
311,12,"ARG","Argentina",12,"La Rioja",311,"General Ocampo","Departamento","Department",NA,"Villa Santa Rita"
312,12,"ARG","Argentina",12,"La Rioja",312,"General San Martín","Departamento","Department",NA,"Ulapes"
313,12,"ARG","Argentina",12,"La Rioja",313,"Independencia","Departamento","Department",NA,"Patquia"
314,12,"ARG","Argentina",12,"La Rioja",314,"Rosario Vera Peñaloza","Departamento","Department",NA,"Chepes"
315,12,"ARG","Argentina",12,"La Rioja",315,"San Blas de los Sauces","Departamento","Department",NA,"San Blas"
316,12,"ARG","Argentina",12,"La Rioja",316,"Sanagasta","Departamento","Department",NA,"Villa Bustos"
317,12,"ARG","Argentina",12,"La Rioja",317,"Vinchina","Departamento","Department",NA,"General Sarmiento"
318,12,"ARG","Argentina",13,"Mendoza",318,"Capital","Departamento","Department",NA,"Mendoza|Capital (Mendoza)"
319,12,"ARG","Argentina",13,"Mendoza",319,"General Alvear","Departamento","Department",NA,NA
320,12,"ARG","Argentina",13,"Mendoza",320,"Godoy Cruz","Departamento","Department",NA,NA
321,12,"ARG","Argentina",13,"Mendoza",321,"Guaymallén","Departamento","Department",NA,NA
322,12,"ARG","Argentina",13,"Mendoza",322,"Junín","Departamento","Department",NA,NA
323,12,"ARG","Argentina",13,"Mendoza",323,"La Paz","Departamento","Department",NA,NA
324,12,"ARG","Argentina",13,"Mendoza",324,"Las Heras","Departamento","Department",NA,NA
325,12,"ARG","Argentina",13,"Mendoza",325,"Lavalle","Departamento","Department",NA,"Tulumaya"
326,12,"ARG","Argentina",13,"Mendoza",326,"Luján de Cuyo","Departamento","Department",NA,"Lujan|Lujan"
327,12,"ARG","Argentina",13,"Mendoza",327,"Maipú","Departamento","Department",NA,NA
328,12,"ARG","Argentina",13,"Mendoza",328,"Malargüe","Departamento","Department",NA,"Malarge|Malarge"
329,12,"ARG","Argentina",13,"Mendoza",329,"Rivadavia","Departamento","Department",NA,NA
330,12,"ARG","Argentina",13,"Mendoza",330,"San Carlos","Departamento","Department",NA,NA
331,12,"ARG","Argentina",13,"Mendoza",331,"San Martín","Departamento","Department",NA,NA
332,12,"ARG","Argentina",13,"Mendoza",332,"San Rafael","Departamento","Department",NA,NA
333,12,"ARG","Argentina",13,"Mendoza",333,"Santa Rosa","Departamento","Department",NA,NA
334,12,"ARG","Argentina",13,"Mendoza",334,"Tunuyán","Departamento","Department",NA,NA
335,12,"ARG","Argentina",13,"Mendoza",335,"Tupungato","Departamento","Department",NA,NA
336,12,"ARG","Argentina",14,"Misiones",336,"Apóstoles","Departamento","Department",NA,NA
337,12,"ARG","Argentina",14,"Misiones",337,"Cainguás","Departamento","Department",NA,"Campo Grande"
338,12,"ARG","Argentina",14,"Misiones",338,"Candelaria","Departamento","Department",NA,"Santa Ana"
339,12,"ARG","Argentina",14,"Misiones",339,"Capital","Departamento","Department",NA,"Posadas|Capital (Posadas)"
340,12,"ARG","Argentina",14,"Misiones",340,"Concepción","Departamento","Department",NA,"Concepcion de la Sierra"
341,12,"ARG","Argentina",14,"Misiones",341,"Eldorado","Departamento","Department",NA,NA
342,12,"ARG","Argentina",14,"Misiones",342,"General Manuel Belgrano","Departamento","Department",NA,"Bernardo de Irigoyen"
343,12,"ARG","Argentina",14,"Misiones",343,"Guaraní","Departamento","Department",NA,"El Soberbio"
344,12,"ARG","Argentina",14,"Misiones",344,"Iguazú","Departamento","Department",NA,"Wanda"
345,12,"ARG","Argentina",14,"Misiones",345,"Leandro N. Alem","Departamento","Department",NA,NA
346,12,"ARG","Argentina",14,"Misiones",346,"Libertador General San Martín","Departamento","Department",NA,"Libertador General San Ma|Libertador"
347,12,"ARG","Argentina",14,"Misiones",347,"Montecarlo","Departamento","Department",NA,NA
348,12,"ARG","Argentina",14,"Misiones",348,"Oberá","Departamento","Department",NA,NA
349,12,"ARG","Argentina",14,"Misiones",349,"San Ignacio","Departamento","Department",NA,NA
350,12,"ARG","Argentina",14,"Misiones",350,"San Javier","Departamento","Department",NA,NA
351,12,"ARG","Argentina",14,"Misiones",351,"San Pedro","Departamento","Department",NA,NA
352,12,"ARG","Argentina",14,"Misiones",352,"Veinticinco de Mayo","Departamento","Department",NA,"Alba Pose|25 de Mayo"
353,12,"ARG","Argentina",15,"Neuquén",353,"Ñorquín","Departamento","Department",NA,"El Huecu|Nroquin"
354,12,"ARG","Argentina",15,"Neuquén",354,"Añelo","Departamento","Department",NA,NA
355,12,"ARG","Argentina",15,"Neuquén",355,"Aluminé","Departamento","Department",NA,NA
356,12,"ARG","Argentina",15,"Neuquén",356,"Catán Lil","Departamento","Department",NA,"Las Coloradas"
357,12,"ARG","Argentina",15,"Neuquén",357,"Chos Malal","Departamento","Department",NA,NA
358,12,"ARG","Argentina",15,"Neuquén",358,"Collón Curá","Departamento","Department",NA,"Piedra del Aguila"
359,12,"ARG","Argentina",15,"Neuquén",359,"Confluencia","Departamento","Department",NA,"Neuquen"
360,12,"ARG","Argentina",15,"Neuquén",360,"Huiliches","Departamento","Department",NA,"Junin de los Andes"
361,12,"ARG","Argentina",15,"Neuquén",361,"Lacar","Departamento","Department",NA,"San Martin de los Andes"
362,12,"ARG","Argentina",15,"Neuquén",362,"Loncopué","Departamento","Department",NA,NA
363,12,"ARG","Argentina",15,"Neuquén",363,"Los Lagos","Departamento","Department",NA,"Villa la Angostura"
364,12,"ARG","Argentina",15,"Neuquén",364,"Minas","Departamento","Department",NA,"Andacollo"
365,12,"ARG","Argentina",15,"Neuquén",365,"Pehuenches","Departamento","Department",NA,"Buta Ranquil"
366,12,"ARG","Argentina",15,"Neuquén",366,"Picún Leufú","Departamento","Department",NA,NA
367,12,"ARG","Argentina",15,"Neuquén",367,"Picunches","Departamento","Department",NA,"Las Lajas"
368,12,"ARG","Argentina",15,"Neuquén",368,"Zapala","Departamento","Department",NA,NA
369,12,"ARG","Argentina",16,"Río Negro",369,"Ñorquinco","Departamento","Department",NA,NA
370,12,"ARG","Argentina",16,"Río Negro",370,"Adolfo Alsina","Departamento","Department",NA,"Viedma"
371,12,"ARG","Argentina",16,"Río Negro",371,"Avellaneda","Departamento","Department",NA,"Choele Choel"
372,12,"ARG","Argentina",16,"Río Negro",372,"Bariloche","Departamento","Department",NA,"San Carlos de Barioche|Barioche"
373,12,"ARG","Argentina",16,"Río Negro",373,"Conesa","Departamento","Department",NA,"General Conesa"
374,12,"ARG","Argentina",16,"Río Negro",374,"El Cuy","Departamento","Department",NA,NA
375,12,"ARG","Argentina",16,"Río Negro",375,"General Roca","Departamento","Department",NA,NA
376,12,"ARG","Argentina",16,"Río Negro",376,"Nueve de Julio","Departamento","Department",NA,"Sierra Colorada|9 de Julio"
377,12,"ARG","Argentina",16,"Río Negro",377,"Pichi Mahuida","Departamento","Department",NA,"Rio Colorado"
378,12,"ARG","Argentina",16,"Río Negro",378,"Pilcaniyeu","Departamento","Department",NA,NA
379,12,"ARG","Argentina",16,"Río Negro",379,"San Antonio","Departamento","Department",NA,"San Antonio Oeste"
380,12,"ARG","Argentina",16,"Río Negro",380,"Valcheta","Departamento","Department",NA,NA
381,12,"ARG","Argentina",16,"Río Negro",381,"Veinticinco de Mayo","Departamento","Department",NA,"Maquinchao|25 de Mayo"
382,12,"ARG","Argentina",17,"Salta",382,"Anta","Departamento","Department",NA,NA
383,12,"ARG","Argentina",17,"Salta",383,"Cachi","Departamento","Department",NA,NA
384,12,"ARG","Argentina",17,"Salta",384,"Cafayate","Departamento","Department",NA,NA
385,12,"ARG","Argentina",17,"Salta",385,"Capital","Departamento","Department",NA,"Salta|Capital (Salta)"
386,12,"ARG","Argentina",17,"Salta",386,"Cerrillos","Departamento","Department",NA,NA
387,12,"ARG","Argentina",17,"Salta",387,"Chicoana","Departamento","Department",NA,NA
388,12,"ARG","Argentina",17,"Salta",388,"General Güemes","Departamento","Department",NA,"Gral. Martin M. Güemes"
389,12,"ARG","Argentina",17,"Salta",389,"General José de San Martín","Departamento","Department",NA,"General Jose de San Marti|General Jo"
390,12,"ARG","Argentina",17,"Salta",390,"Guachipas","Departamento","Department",NA,NA
391,12,"ARG","Argentina",17,"Salta",391,"Iruya","Departamento","Department",NA,NA
392,12,"ARG","Argentina",17,"Salta",392,"La Caldera","Departamento","Department",NA,"Caldera"
393,12,"ARG","Argentina",17,"Salta",393,"La Candelaria","Departamento","Department",NA,"Candelaria"
394,12,"ARG","Argentina",17,"Salta",394,"La Poma","Departamento","Department",NA,"Poma"
395,12,"ARG","Argentina",17,"Salta",395,"La Viña","Departamento","Department",NA,NA
396,12,"ARG","Argentina",17,"Salta",396,"Los Andes","Departamento","Department",NA,"San Antonio de los Cobres"
397,12,"ARG","Argentina",17,"Salta",397,"Metán","Departamento","Department",NA,NA
398,12,"ARG","Argentina",17,"Salta",398,"Molinos","Departamento","Department",NA,NA
399,12,"ARG","Argentina",17,"Salta",399,"Orán","Departamento","Department",NA,"S. Ramon de la N. Oran"
400,12,"ARG","Argentina",17,"Salta",400,"Rivadavia","Departamento","Department",NA,NA
401,12,"ARG","Argentina",17,"Salta",401,"Rosario de la Frontera","Departamento","Department",NA,NA
402,12,"ARG","Argentina",17,"Salta",402,"Rosario de Lerma","Departamento","Department",NA,NA
403,12,"ARG","Argentina",17,"Salta",403,"San Carlos","Departamento","Department",NA,NA
404,12,"ARG","Argentina",17,"Salta",404,"Santa Victoria","Departamento","Department",NA,NA
405,12,"ARG","Argentina",18,"San Juan",405,"Albardón","Departamento","Department",NA,NA
406,12,"ARG","Argentina",18,"San Juan",406,"Angaco","Departamento","Department",NA,"Villa del Salvador"
407,12,"ARG","Argentina",18,"San Juan",407,"Calingasta","Departamento","Department",NA,"Tamberias"
408,12,"ARG","Argentina",18,"San Juan",408,"Capital","Departamento","Department",NA,"San Juan|Capital (San Juan)"
409,12,"ARG","Argentina",18,"San Juan",409,"Caucete","Departamento","Department",NA,NA
410,12,"ARG","Argentina",18,"San Juan",410,"Chimbas","Departamento","Department",NA,NA
411,12,"ARG","Argentina",18,"San Juan",411,"Iglesia","Departamento","Department",NA,"Rodeo"
412,12,"ARG","Argentina",18,"San Juan",412,"Jáchal","Departamento","Department",NA,"San Jose de Jachal"
413,12,"ARG","Argentina",18,"San Juan",413,"Pocito","Departamento","Department",NA,"Villa Alberastain"
414,12,"ARG","Argentina",18,"San Juan",414,"Rawson","Departamento","Department",NA,"Villa Krause"
415,12,"ARG","Argentina",18,"San Juan",415,"Rivadavia","Departamento","Department",NA,NA
416,12,"ARG","Argentina",18,"San Juan",416,"San Martín","Departamento","Department",NA,"Santa Lucia"
417,12,"ARG","Argentina",18,"San Juan",417,"Santa Lucía","Departamento","Department",NA,NA
418,12,"ARG","Argentina",18,"San Juan",418,"Sarmiento","Departamento","Department",NA,"Media Agua"
419,12,"ARG","Argentina",18,"San Juan",419,"Ullum","Departamento","Department",NA,"Ullun|Ullun"
420,12,"ARG","Argentina",18,"San Juan",420,"Valle Fértil","Departamento","Department",NA,"San Agustin del Valle Fert|Valle Fert"
421,12,"ARG","Argentina",18,"San Juan",421,"Veinticinco de Mayo","Departamento","Department",NA,"Santa Rosa|25 De Mayo"
422,12,"ARG","Argentina",18,"San Juan",422,"Zonda","Departamento","Department",NA,NA
423,12,"ARG","Argentina",19,"San Luis",423,"Ayacucho","Departamento","Department",NA,"San Fco. del Monte de Oro"
424,12,"ARG","Argentina",19,"San Luis",424,"Belgrano","Departamento","Department",NA,"Villa Generel Roca"
425,12,"ARG","Argentina",19,"San Luis",425,"Chacabuco","Departamento","Department",NA,"Concaran"
426,12,"ARG","Argentina",19,"San Luis",426,"Coronel Pringles","Departamento","Department",NA,"La Toma"
427,12,"ARG","Argentina",19,"San Luis",427,"General Pedernera","Departamento","Department",NA,"Mercedes"
428,12,"ARG","Argentina",19,"San Luis",428,"Gobernador Dupuy","Departamento","Department",NA,"Buena Esperanza"
429,12,"ARG","Argentina",19,"San Luis",429,"Junín","Departamento","Department",NA,"Santa Rosa"
430,12,"ARG","Argentina",19,"San Luis",430,"La Capital","Departamento","Department",NA,"San Luis"
431,12,"ARG","Argentina",19,"San Luis",431,"Libertador General San Martín","Departamento","Department",NA,"Libertador General San Ma|Libertador"
432,12,"ARG","Argentina",20,"Santa Cruz",432,"Corpen Aike","Departamento","Department",NA,"Sata Cruz"
433,12,"ARG","Argentina",20,"Santa Cruz",433,"Deseado","Departamento","Department",NA,"Puerto Deseado"
434,12,"ARG","Argentina",20,"Santa Cruz",434,"Güer Aike","Departamento","Department",NA,"Rio Gallegos|Ger Aike"
435,12,"ARG","Argentina",20,"Santa Cruz",435,"Lago Argentino","Departamento","Department",NA,"Calafate"
436,12,"ARG","Argentina",20,"Santa Cruz",436,"Lago Buenos Aires","Departamento","Department",NA,"Perito Moreno"
437,12,"ARG","Argentina",20,"Santa Cruz",437,"Magallanes","Departamento","Department",NA,"San Julian"
438,12,"ARG","Argentina",20,"Santa Cruz",438,"Rió Chico","Departamento","Department",NA,"Gobernador Gregores"
439,12,"ARG","Argentina",21,"Santa Fe",439,"Belgrano","Departamento","Department",NA,"Las Rosas"
440,12,"ARG","Argentina",21,"Santa Fe",440,"Caseros","Departamento","Department",NA,"Casilda"
441,12,"ARG","Argentina",21,"Santa Fe",441,"Castellanos","Departamento","Department",NA,"Rafaela"
442,12,"ARG","Argentina",21,"Santa Fe",442,"Constitución","Departamento","Department",NA,"Villa Constitucion"
443,12,"ARG","Argentina",21,"Santa Fe",443,"Garay","Departamento","Department",NA,"Helvencia"
444,12,"ARG","Argentina",21,"Santa Fe",444,"General López","Departamento","Department",NA,"Melincue"
445,12,"ARG","Argentina",21,"Santa Fe",445,"General Obligado","Departamento","Department",NA,"Reconquista"
446,12,"ARG","Argentina",21,"Santa Fe",446,"Iriondo","Departamento","Department",NA,"Cañada de Gomez"
447,12,"ARG","Argentina",21,"Santa Fe",447,"La Capital","Departamento","Department",NA,"Santa Fe"
448,12,"ARG","Argentina",21,"Santa Fe",448,"Las Colonias","Departamento","Department",NA,"Esperanza"
449,12,"ARG","Argentina",21,"Santa Fe",449,"Nueve de Julio","Departamento","Department",NA,"Tostado|9 de Julio"
450,12,"ARG","Argentina",21,"Santa Fe",450,"Rosario","Departamento","Department",NA,NA
451,12,"ARG","Argentina",21,"Santa Fe",451,"San Cristóbal","Departamento","Department",NA,NA
452,12,"ARG","Argentina",21,"Santa Fe",452,"San Javier","Departamento","Department",NA,NA
453,12,"ARG","Argentina",21,"Santa Fe",453,"San Jerónimo","Departamento","Department",NA,"Coronda"
454,12,"ARG","Argentina",21,"Santa Fe",454,"San Justo","Departamento","Department",NA,NA
455,12,"ARG","Argentina",21,"Santa Fe",455,"San Lorenzo","Departamento","Department",NA,"Coronda"
456,12,"ARG","Argentina",21,"Santa Fe",456,"San Martín","Departamento","Department",NA,"Sastre"
457,12,"ARG","Argentina",21,"Santa Fe",457,"Vera","Departamento","Department",NA,NA
458,12,"ARG","Argentina",22,"Santiago del Estero",458,"Aguirre","Departamento","Department",NA,"Pinto"
459,12,"ARG","Argentina",22,"Santiago del Estero",459,"Alberdi","Departamento","Department",NA,"Campo Gallo"
460,12,"ARG","Argentina",22,"Santiago del Estero",460,"Atamisqui","Departamento","Department",NA,"Villa Atamisqui"
461,12,"ARG","Argentina",22,"Santiago del Estero",461,"Avellaneda","Departamento","Department",NA,"Herrera"
462,12,"ARG","Argentina",22,"Santiago del Estero",462,"Banda","Departamento","Department",NA,"La Banda"
463,12,"ARG","Argentina",22,"Santiago del Estero",463,"Belgrano","Departamento","Department",NA,"Bandera"
464,12,"ARG","Argentina",22,"Santiago del Estero",464,"Capital","Departamento","Department",NA,"San del Estero|Capital (Santiago del Estero)"
465,12,"ARG","Argentina",22,"Santiago del Estero",465,"Choya","Departamento","Department",NA,"Frias"
466,12,"ARG","Argentina",22,"Santiago del Estero",466,"Copo","Departamento","Department",NA,"Monte Quemado"
467,12,"ARG","Argentina",22,"Santiago del Estero",467,"Figueroa","Departamento","Department",NA,"La Canada"
468,12,"ARG","Argentina",22,"Santiago del Estero",468,"General Taboada","Departamento","Department",NA,"Anatuya"
469,12,"ARG","Argentina",22,"Santiago del Estero",469,"Guasayán","Departamento","Department",NA,"San Pedro"
470,12,"ARG","Argentina",22,"Santiago del Estero",470,"Jiménez","Departamento","Department",NA,"Pozo Hondo|Jimnez"
471,12,"ARG","Argentina",22,"Santiago del Estero",471,"Juan Felipe Ibarra","Departamento","Department",NA,"Suncho Corral|Juan F. Ibarra"
472,12,"ARG","Argentina",22,"Santiago del Estero",472,"Loreto","Departamento","Department",NA,"Va. S. Martin"
473,12,"ARG","Argentina",22,"Santiago del Estero",473,"Mitre","Departamento","Department",NA,"Villa Union"
474,12,"ARG","Argentina",22,"Santiago del Estero",474,"Moreno","Departamento","Department",NA,"Quimili"
475,12,"ARG","Argentina",22,"Santiago del Estero",475,"Ojo de Agua","Departamento","Department",NA,"Villa Ojo de Agua"
476,12,"ARG","Argentina",22,"Santiago del Estero",476,"Pellegrini","Departamento","Department",NA,"La Fragua"
477,12,"ARG","Argentina",22,"Santiago del Estero",477,"Quebrachos","Departamento","Department",NA,"Sumampa"
478,12,"ARG","Argentina",22,"Santiago del Estero",478,"Rió Hondo","Departamento","Department",NA,"Las Termas"
479,12,"ARG","Argentina",22,"Santiago del Estero",479,"Rivadavia","Departamento","Department",NA,"Selva"
480,12,"ARG","Argentina",22,"Santiago del Estero",480,"Robles","Departamento","Department",NA,"Fernandez"
481,12,"ARG","Argentina",22,"Santiago del Estero",481,"Salavina","Departamento","Department",NA,"Los Telares"
482,12,"ARG","Argentina",22,"Santiago del Estero",482,"San Martín","Departamento","Department",NA,"Bera Pozo"
483,12,"ARG","Argentina",22,"Santiago del Estero",483,"Sarmiento","Departamento","Department",NA,"Garza"
484,12,"ARG","Argentina",22,"Santiago del Estero",484,"Silípica","Departamento","Department",NA,"Arraga"
485,12,"ARG","Argentina",23,"Tierra del Fuego",485,"Rió Grande","Departamento","Department",NA,NA
486,12,"ARG","Argentina",23,"Tierra del Fuego",486,"Ushuaia","Departamento","Department",NA,NA
487,12,"ARG","Argentina",24,"Tucumán",487,"Burruyacú","Departamento","Department",NA,NA
488,12,"ARG","Argentina",24,"Tucumán",488,"Capital","Departamento","Department",NA,"San Miguel de Tucuman|Capital (Tucumán)"
489,12,"ARG","Argentina",24,"Tucumán",489,"Chicligasta","Departamento","Department",NA,"Concepcion"
490,12,"ARG","Argentina",24,"Tucumán",490,"Cruz Alta","Departamento","Department",NA,"Banda del R.Sali"
491,12,"ARG","Argentina",24,"Tucumán",491,"Famaillá","Departamento","Department",NA,NA
492,12,"ARG","Argentina",24,"Tucumán",492,"Graneros","Departamento","Department",NA,NA
493,12,"ARG","Argentina",24,"Tucumán",493,"Juan B. Alberdi","Departamento","Department",NA,"Juan B.Alberdi|Alberdi"
494,12,"ARG","Argentina",24,"Tucumán",494,"La Cocha","Departamento","Department",NA,NA
495,12,"ARG","Argentina",24,"Tucumán",495,"Leales","Departamento","Department",NA,"Bella Vista"
496,12,"ARG","Argentina",24,"Tucumán",496,"Lules","Departamento","Department",NA,NA
497,12,"ARG","Argentina",24,"Tucumán",497,"Monteros","Departamento","Department",NA,NA
498,12,"ARG","Argentina",24,"Tucumán",498,"Rió Chico","Departamento","Department",NA,"Aquilares"
499,12,"ARG","Argentina",24,"Tucumán",499,"Simoca","Departamento","Department",NA,NA
500,12,"ARG","Argentina",24,"Tucumán",500,"Tafí del Valle","Departamento","Department",NA,NA
501,12,"ARG","Argentina",24,"Tucumán",501,"Tafí Viejo","Departamento","Department",NA,NA
502,12,"ARG","Argentina",24,"Tucumán",502,"Trancas","Departamento","Department",NA,NA
503,12,"ARG","Argentina",24,"Tucumán",503,"Yerba Buena","Departamento","Department",NA,NA
